,citations.OutFilm,citations.OutFilm_Year,citationsIndex.OutIndex,citations.InFilm,citations.InFilm_Year,citationsIndex.InIndex
1868,Take Me Home Tonight 2011,2011,53,Close Encounters of the Third Kind 1977,1977,1940
1869,Take Me Home Tonight 2011,2011,53,Star Wars 1977,1977,1939
2024,Take Me Home Tonight 2011,2011,53,Alien 1979,1979,1980
2103,Take Me Home Tonight 2011,2011,53,Friday the 13th 1980,1980,2008
2184,Take Me Home Tonight 2011,2011,53,Excalibur 1981,1981,2051
2271,Take Me Home Tonight 2011,2011,53,Cat People 1982,1982,2070
2272,Take Me Home Tonight 2011,2011,53,First Blood 1982,1982,2060
2273,Take Me Home Tonight 2011,2011,53,Rocky III 1982,1982,2083
2367,Take Me Home Tonight 2011,2011,53,All the Right Moves 1983,1983,2112
2368,Take Me Home Tonight 2011,2011,53,Flashdance 1983,1983,2089
2369,Take Me Home Tonight 2011,2011,53,Scarface 1983,1983,2093
2370,Take Me Home Tonight 2011,2011,53,Spring Break 1983,1983,2113
2477,Take Me Home Tonight 2011,2011,53,Firestarter 1984,1984,2147
2478,Take Me Home Tonight 2011,2011,53,Ghost Busters 1984,1984,2124
2479,Take Me Home Tonight 2011,2011,53,Iceman 1984,1984,2148
2480,Take Me Home Tonight 2011,2011,53,Purple Rain 1984,1984,2143
2481,Take Me Home Tonight 2011,2011,53,The Karate Kid 1984,1984,2121
2582,Take Me Home Tonight 2011,2011,53,Back to the Future 1985,1985,2152
2583,Take Me Home Tonight 2011,2011,53,Mask 1985,1985,2158
2584,Take Me Home Tonight 2011,2011,53,The Breakfast Club 1985,1985,2164
2585,Take Me Home Tonight 2011,2011,53,The Goonies 1985,1985,2159
2668,Take Me Home Tonight 2011,2011,53,Aliens 1986,1986,2186
2669,Take Me Home Tonight 2011,2011,53,Black Moon Rising 1986,1986,2216
2670,Take Me Home Tonight 2011,2011,53,Howard the Duck 1986,1986,2192
2781,Take Me Home Tonight 2011,2011,53,*batteries not included 1987,1987,2263
2782,Take Me Home Tonight 2011,2011,53,Amazon Women on the Moon 1987,1987,2264
2783,Take Me Home Tonight 2011,2011,53,Harry and the Hendersons 1987,1987,2235
2784,Take Me Home Tonight 2011,2011,53,Prince of Darkness 1987,1987,2265
2785,Take Me Home Tonight 2011,2011,53,The Secret of My Succe$s 1987,1987,2266
2786,Take Me Home Tonight 2011,2011,53,Three O'Clock High 1987,1987,2267
2874,Take Me Home Tonight 2011,2011,53,Biloxi Blues 1988,1988,2315
2875,Take Me Home Tonight 2011,2011,53,Casual Sex? 1988,1988,2316
2876,Take Me Home Tonight 2011,2011,53,Cocktail 1988,1988,2317
2877,Take Me Home Tonight 2011,2011,53,Rain Man 1988,1988,2288
2878,Take Me Home Tonight 2011,2011,53,Talk Radio 1988,1988,2318
2879,Take Me Home Tonight 2011,2011,53,Twins 1988,1988,2293
2945,Take Me Home Tonight 2011,2011,53,The 'Burbs 1989,1989,2327
4555,Take Me Home Tonight 2011,2011,53,Step Up 3D 2010,2010,3161
136,The Runaways 2010,2010,54,Frankenstein 1931,1931,1085
2118,The Runaways 2010,2010,54,Foxes 1980,1980,2030
137,The Spy Next Door 2010,2010,55,Frankenstein 1931,1931,1085
2291,The Spy Next Door 2010,2010,55,Conan the Barbarian 1982,1982,2087
3540,The Spy Next Door 2010,2010,55,Rush Hour 1998,1998,2617
3764,The Spy Next Door 2010,2010,55,Rush Hour 2 2001,2001,2734
3835,The Spy Next Door 2010,2010,55,The Tuxedo 2002,2002,2772
138,The Wolfman 2010,2010,56,Frankenstein 1931,1931,1085
209,The Wolfman 2010,2010,56,King Kong 1933,1933,1108
250,The Wolfman 2010,2010,56,Bride of Frankenstein 1935,1935,1141
1633,The Wolfman 2010,2010,56,Young Frankenstein 1974,1974,1888
3474,The Wolfman 2010,2010,56,The Edge 1997,1997,2595
140,Tower Heist 2011,2011,57,Frankenstein 1931,1931,1085
1518,Tower Heist 2011,2011,57,The Doberman Gang 1972,1972,1822
3274,Tower Heist 2011,2011,57,The Lion King 1994,1994,2488
3352,Tower Heist 2011,2011,57,Toy Story 1995,1995,2514
3626,Tower Heist 2011,2011,57,Boys Don't Cry 1999,1999,2664
3766,Tower Heist 2011,2011,57,Shrek 2001,2001,2708
141,Trader Horn: The Journey Back 2009,2009,58,Trader Horn 1931,1931,1092
143,White Zombie 2009,2009,59,Frankenstein 1931,1931,1085
144,X-Men: First Class 2011,2011,60,Frankenstein 1931,1931,1085
488,X-Men: First Class 2011,2011,60,You Were Never Lovelier 1942,1942,1234
1120,X-Men: First Class 2011,2011,60,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,1964,1596
3840,X-Men: First Class 2011,2011,60,Spider-Man 2002,2002,2738
3918,X-Men: First Class 2011,2011,60,X2 2003,2003,2814
145,A Collection of Chemicals 2009,2009,61,Horse Feathers 1932,1932,1094
146,Alice Jacobs Is Dead 2009,2009,62,White Zombie 1932,1932,1095
147,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Taxi! 1932,1932,1096
300,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,The Wizard of Oz 1939,1939,1181
1713,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Taxi Driver 1976,1976,1920
1771,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Saturday Night Fever 1977,1977,1941
1971,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Apocalypse Now 1979,1979,1981
3033,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,The Silence of the Lambs 1991,1991,2393
3926,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Dodgeball: A True Underdog Story 2004,2004,2820
4346,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Beverly Hills Chihuahua 2008,2008,3082
4347,Alvin and the Chipmunks: The Squeakquel 2009,2009,63,Indiana Jones and the Kingdom of the Crystal Skull 2008,2008,3083
152,Footloose 2011,2011,64,The Mummy 1932,1932,1101
714,Footloose 2011,2011,64,Creature from the Black Lagoon 1954,1954,1377
831,Footloose 2011,2011,64,Attack of the Crab Monsters 1957,1957,1446
153,Grave Danger 2009,2009,65,Chandu the Magician 1932,1932,1102
1550,Grave Danger 2009,2009,65,The Forgotten 1973,1973,1841
3863,Grave Danger 2009,2009,65,I Dream of Dracula 2003,2003,2794
154,Happy Tears 2009,2009,66,The Mummy 1932,1932,1101
155,My Sister's Keeper 2009,2009,67,Tarzan the Ape Man 1932,1932,1103
3509,My Sister's Keeper 2009,2009,67,Pleasantville 1998,1998,2614
156,Night at the Museum: Battle of the Smithsonian 2009,2009,68,The Mummy 1932,1932,1101
190,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Beer and Pretzels 1933,1933,1118
339,Night at the Museum: Battle of the Smithsonian 2009,2009,68,The Wizard of Oz 1939,1939,1181
577,Night at the Museum: Battle of the Smithsonian 2009,2009,68,One Touch of Venus 1948,1948,1299
1341,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Midnight Cowboy 1969,1969,1719
1837,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Star Wars 1977,1977,1939
2168,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Raiders of the Lost Ark 1981,1981,2036
3107,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Aladdin 1992,1992,2425
3170,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Jurassic Park 1993,1993,2448
3319,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Apollo 13 1995,1995,2523
3388,Night at the Museum: Battle of the Smithsonian 2009,2009,68,The Rock 1996,1996,2563
3448,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Titanic 1997,1997,2576
3731,Night at the Museum: Battle of the Smithsonian 2009,2009,68,The Mummy Returns 2001,2001,2724
4163,Night at the Museum: Battle of the Smithsonian 2009,2009,68,300 2006,2006,2934
4164,Night at the Museum: Battle of the Smithsonian 2009,2009,68,Night at the Museum 2006,2006,2948
159,Outrun 2010,2010,69,Horse Feathers 1932,1932,1094
160,Shark Night 3D 2011,2011,70,Tarzan the Ape Man 1932,1932,1103
1949,Shark Night 3D 2011,2011,70,Faces of Death 1978,1978,1974
2264,Shark Night 3D 2011,2011,70,Swamp Thing 1982,1982,2080
161,Stolen Lives 2009,2009,71,One Way Passage 1932,1932,1105
199,Stolen Lives 2009,2009,71,Ace of Aces 1933,1933,1121
162,The Blind Side 2009,2009,72,Tarzan the Ape Man 1932,1932,1103
358,The Blind Side 2009,2009,72,The Wizard of Oz 1939,1939,1181
1430,The Blind Side 2009,2009,72,Willy Wonka & the Chocolate Factory 1971,1971,1775
1509,The Blind Side 2009,2009,72,Deliverance 1972,1972,1803
1624,The Blind Side 2009,2009,72,The Texas Chain Saw Massacre 1974,1974,1863
1756,The Blind Side 2009,2009,72,King Kong 1976,1976,1934
1957,The Blind Side 2009,2009,72,Dawn of the Dead 1978,1978,1962
2949,The Blind Side 2009,2009,72,Driving Miss Daisy 1989,1989,2329
3402,The Blind Side 2009,2009,72,Jerry Maguire 1996,1996,2552
3826,The Blind Side 2009,2009,72,A Walk to Remember 2002,2002,2768
3900,The Blind Side 2009,2009,72,Hulk 2003,2003,2785
3988,The Blind Side 2009,2009,72,Van Helsing 2004,2004,2859
163,The Cabin in the Woods 2011,2011,73,The Mummy 1932,1932,1101
246,The Cabin in the Woods 2011,2011,73,Werewolf of London 1935,1935,1145
1757,The Cabin in the Woods 2011,2011,73,Carrie 1976,1976,1919
2107,The Cabin in the Woods 2011,2011,73,The Shining 1980,1980,2010
2186,The Cabin in the Woods 2011,2011,73,The Evil Dead 1981,1981,2041
2590,The Cabin in the Woods 2011,2011,73,Re-Animator 1985,1985,2172
3125,The Cabin in the Woods 2011,2011,73,Army of Darkness 1992,1992,2429
164,The Landlord 2009,2009/I,74,The Mummy 1932,1932,1101
927,The Landlord 2009,2009/I,74,Plan 9 from Outer Space 1959,1959,1486
165,The Night Caller 2011,2011,75,White Zombie 1932,1932,1095
168,World's Greatest Dad 2009,2009/I,76,Freaks 1932,1932,1097
414,World's Greatest Dad 2009,2009/I,76,His Girl Friday 1940,1940,1198
557,World's Greatest Dad 2009,2009/I,76,Terror by Night 1946,1946,1281
1119,World's Greatest Dad 2009,2009/I,76,Santa Claus Conquers the Martians 1964,1964,1594
1154,World's Greatest Dad 2009,2009/I,76,The Sound of Music 1965,1965,1623
1312,World's Greatest Dad 2009,2009/I,76,Night of the Living Dead 1968,1968,1679
1358,World's Greatest Dad 2009,2009/I,76,Sweet Charity 1969,1969,1737
1442,World's Greatest Dad 2009,2009/I,76,Willy Wonka & the Chocolate Factory 1971,1971,1775
1520,World's Greatest Dad 2009,2009/I,76,Cabaret 1972,1972,1807
1640,World's Greatest Dad 2009,2009/I,76,Young Frankenstein 1974,1974,1888
2039,World's Greatest Dad 2009,2009/I,76,All That Jazz 1979,1979,2007
2304,World's Greatest Dad 2009,2009/I,76,The Thing 1982,1982,2072
2387,World's Greatest Dad 2009,2009/I,76,Star 80 1983,1983,2118
3412,World's Greatest Dad 2009,2009/I,76,Jerry Maguire 1996,1996,2552
3413,World's Greatest Dad 2009,2009/I,76,The Birdcage 1996,1996,2567
4010,World's Greatest Dad 2009,2009/I,76,"I, Robot 2004",2004,2834
4106,World's Greatest Dad 2009,2009/I,76,Charlie and the Chocolate Factory 2005,2005,2893
4435,World's Greatest Dad 2009,2009/I,76,Gonzo: The Life and Work of Dr. Hunter S. Thompson 2008,2008,3138
169,Aliens in the Attic 2009,2009,77,King Kong 1933,1933,1108
1642,Aliens in the Attic 2009,2009,77,Jaws 1975,1975,1893
1770,Aliens in the Attic 2009,2009,77,Close Encounters of the Third Kind 1977,1977,1940
2697,Aliens in the Attic 2009,2009,77,Predator 1987,1987,2232
4020,Aliens in the Attic 2009,2009,77,The Legend of Zorro 2005,2005,2873
176,Camel Spiders 2011,2011,78,King Kong 1933,1933,1108
180,Evil Bong II: King Bong 2009,2009,79,King Kong 1933,1933,1108
518,Evil Bong II: King Bong 2009,2009,79,The Naughty Nineties 1945,1945,1262
864,Evil Bong II: King Bong 2009,2009,79,The Fly 1958,1958,1466
2330,Evil Bong II: King Bong 2009,2009,79,Star Wars: Episode VI - Return of the Jedi 1983,1983,2100
4137,Evil Bong II: King Bong 2009,2009,79,Evil Bong 2006,2006,2945
181,Fame 2009,2009,80,King Kong 1933,1933,1108
426,Fame 2009,2009,80,Citizen Kane 1941,1941,1206
660,Fame 2009,2009,80,The Bad and the Beautiful 1952,1952,1348
712,Fame 2009,2009,80,Creature from the Black Lagoon 1954,1954,1377
1665,Fame 2009,2009,80,The Rocky Horror Picture Show 1975,1975,1905
1730,Fame 2009,2009,80,Taxi Driver 1976,1976,1920
2831,Fame 2009,2009,80,Killer Klowns from Outer Space 1988,1988,2291
3947,Fame 2009,2009,80,The Life Aquatic with Steve Zissou 2004,2004,2837
4043,Fame 2009,2009,80,Proof 2005,2005,2892
182,Friends with Benefits 2011,2011,81,King Kong 1933,1933,1108
227,Friends with Benefits 2011,2011,81,It Happened One Night 1934,1934,1132
715,Friends with Benefits 2011,2011,81,On the Waterfront 1954,1954,1381
1092,Friends with Benefits 2011,2011,81,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,1964,1596
1331,Friends with Benefits 2011,2011,81,Bob & Carol & Ted & Alice 1969,1969,1721
2977,Friends with Benefits 2011,2011,81,Pretty Woman 1990,1990,2373
3712,Friends with Benefits 2011,2011,81,Harry Potter and the Sorcerer's Stone 2001,2001,2703
4464,Friends with Benefits 2011,2011,81,I Hate Valentine's Day 2009,2009,852
4465,Friends with Benefits 2011,2011,81,The Ugly Truth 2009,2009,96
4535,Friends with Benefits 2011,2011,81,Easy A 2010,2010,99
4536,Friends with Benefits 2011,2011,81,The Other Guys 2010,2010,408
4537,Friends with Benefits 2011,2011,81,Toy Story 3 2010,2010,98
183,Funny People 2009,2009,82,King Kong 1933,1933,1108
318,Funny People 2009,2009,82,The Wizard of Oz 1939,1939,1181
1093,Funny People 2009,2009,82,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,1964,1596
1549,Funny People 2009,2009,82,The Last Detail 1973,1973,1840
1986,Funny People 2009,2009,82,Alien 1979,1979,1980
1987,Funny People 2009,2009,82,Being There 1979,1979,1991
2060,Funny People 2009,2009,82,Flash Gordon 1980,1980,2018
2229,Funny People 2009,2009,82,Fast Times at Ridgemont High 1982,1982,2055
2424,Funny People 2009,2009,82,Ghost Busters 1984,1984,2124
2834,Funny People 2009,2009,82,Die Hard 1988,1988,2276
2835,Funny People 2009,2009,82,Twins 1988,1988,2293
3048,Funny People 2009,2009,82,Terminator 2: Judgment Day 1991,1991,2397
3223,Funny People 2009,2009,82,The Mask 1994,1994,2485
3499,Funny People 2009,2009,82,There's Something About Mary 1998,1998,2615
3861,Funny People 2009,2009,82,The Matrix Reloaded 2003,2003,2792
4139,Funny People 2009,2009,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 2006,2006,2947
4140,Funny People 2009,2009,82,Night at the Museum 2006,2006,2948
184,Horrible Bosses 2011,2011,83,The Son of Kong 1933,1933,1115
643,Horrible Bosses 2011,2011,83,Strangers on a Train 1951,1951,1342
1265,Horrible Bosses 2011,2011,83,The Love Bug 1968,1968,1703
1482,Horrible Bosses 2011,2011,83,The Godfather 1972,1972,1791
2068,Horrible Bosses 2011,2011,83,Caddyshack 1980,1980,2020
2743,Horrible Bosses 2011,2011,83,Throw Momma from the Train 1987,1987,2250
2838,Horrible Bosses 2011,2011,83,The Accused 1988,1988,2294
3440,Horrible Bosses 2011,2011,83,Good Will Hunting 1997,1997,2578
3574,Horrible Bosses 2011,2011,83,Snow Falling on Cedars 1999,1999,2651
3959,Horrible Bosses 2011,2011,83,The Notebook 2004,2004,2842
187,Madea Goes to Jail 2009,2009,84,King Kong 1933,1933,1108
868,Madea Goes to Jail 2009,2009,84,Damn Yankees! 1958,1958,1468
1492,Madea Goes to Jail 2009,2009,84,Super Fly 1972,1972,1799
2349,Madea Goes to Jail 2009,2009,84,Star Wars: Episode VI - Return of the Jedi 1983,1983,2100
3587,Madea Goes to Jail 2009,2009,84,The Green Mile 1999,1999,2656
3725,Madea Goes to Jail 2009,2009,84,Training Day 2001,2001,2709
4387,Madea Goes to Jail 2009,2009,84,Meet the Browns 2008,2008,3111
188,Monsters vs Aliens 2009,2009,85,The Invisible Man 1933,1933,1117
337,Monsters vs Aliens 2009,2009,85,The Wizard of Oz 1939,1939,1181
471,Monsters vs Aliens 2009,2009,85,To Be or Not to Be 1942,1942,1228
645,Monsters vs Aliens 2009,2009,85,The Thing from Another World 1951,1951,1341
683,Monsters vs Aliens 2009,2009,85,House of Wax 1953,1953,1367
721,Monsters vs Aliens 2009,2009,85,Creature from the Black Lagoon 1954,1954,1377
836,Monsters vs Aliens 2009,2009,85,The Amazing Colossal Man 1957,1957,1448
870,Monsters vs Aliens 2009,2009,85,Attack of the 50 Foot Woman 1958,1958,1469
871,Monsters vs Aliens 2009,2009,85,The Blob 1958,1958,1454
872,Monsters vs Aliens 2009,2009,85,The Fly 1958,1958,1466
873,Monsters vs Aliens 2009,2009,85,Vertigo 1958,1958,1467
1042,Monsters vs Aliens 2009,2009,85,The Great Escape 1963,1963,1566
1100,Monsters vs Aliens 2009,2009,85,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1964,1964,1596
1494,Monsters vs Aliens 2009,2009,85,The Godfather 1972,1972,1791
1831,Monsters vs Aliens 2009,2009,85,Close Encounters of the Third Kind 1977,1977,1940
1934,Monsters vs Aliens 2009,2009,85,Attack of the Killer Tomatoes! 1978,1978,1970
2000,Monsters vs Aliens 2009,2009,85,Alien 1979,1979,1980
2001,Monsters vs Aliens 2009,2009,85,Apocalypse Now 1979,1979,1981
2166,Monsters vs Aliens 2009,2009,85,Clash of the Titans 1981,1981,2039
2240,Monsters vs Aliens 2009,2009,85,E.T. the Extra-Terrestrial 1982,1982,2061
2241,Monsters vs Aliens 2009,2009,85,The Thing 1982,1982,2072
2447,Monsters vs Aliens 2009,2009,85,Beverly Hills Cop 1984,1984,2137
2757,Monsters vs Aliens 2009,2009,85,Spaceballs 1987,1987,2240
2930,Monsters vs Aliens 2009,2009,85,The Abyss 1989,1989,2345
3387,Monsters vs Aliens 2009,2009,85,Independence Day 1996,1996,2562
3505,Monsters vs Aliens 2009,2009,85,Shakespeare in Love 1998,1998,2618
3664,Monsters vs Aliens 2009,2009,85,The Cell 2000,2000,2689
3727,Monsters vs Aliens 2009,2009,85,Shrek 2001,2001,2708
4059,Monsters vs Aliens 2009,2009,85,Madagascar 2005,2005,2899
4159,Monsters vs Aliens 2009,2009,85,An Inconvenient Truth 2006,2006,2930
4272,Monsters vs Aliens 2009,2009,85,Transformers 2007,2007,3040
189,Never Back Down 2: The Beatdown 2011,2011,86,King Kong 1933,1933,1108
2449,Never Back Down 2: The Beatdown 2011,2011,86,The Karate Kid 1984,1984,2121
4392,Never Back Down 2: The Beatdown 2011,2011,86,Never Back Down 2008,2008,3115
193,Red Riding Hood 2011,2011,87,Three Little Pigs 1933,1933,1119
195,Rio 2011,2011,88,King Kong 1933,1933,1108
347,Rio 2011,2011,88,The Wizard of Oz 1939,1939,1181
400,Rio 2011,2011,88,The Great Dictator 1940,1940,1200
960,Rio 2011,2011,88,Psycho 1960,1960,1501
2573,Rio 2011,2011,88,White Nights 1985,1985,2176
2864,Rio 2011,2011,88,Die Hard 1988,1988,2276
196,Rise of the Planet of the Apes 2011,2011,89,King Kong 1933,1933,1108
617,Rise of the Planet of the Apes 2011,2011,89,Francis 1950,1950,1328
803,Rise of the Planet of the Apes 2011,2011,89,The Ten Commandments 1956,1956,1422
1287,Rise of the Planet of the Apes 2011,2011,89,Planet of the Apes 1968,1968,1678
1690,Rise of the Planet of the Apes 2011,2011,89,French Connection II 1975,1975,1916
197,Scream 4 2011,2011,90,King Kong 1933,1933,1108
478,Scream 4 2011,2011,90,Bambi 1942,1942,1223
728,Scream 4 2011,2011,90,Creature from the Black Lagoon 1954,1954,1377
729,Scream 4 2011,2011,90,Rear Window 1954,1954,1384
878,Scream 4 2011,2011,90,Vertigo 1958,1958,1467
961,Scream 4 2011,2011,90,Psycho 1960,1960,1501
1053,Scream 4 2011,2011,90,The Raven 1963,1963,1564
1564,Scream 4 2011,2011,90,The Exorcist 1973,1973,1835
1616,Scream 4 2011,2011,90,The Texas Chain Saw Massacre 1974,1974,1863
1859,Scream 4 2011,2011,90,The Hills Have Eyes 1977,1977,1955
1946,Scream 4 2011,2011,90,Dawn of the Dead 1978,1978,1962
1947,Scream 4 2011,2011,90,Halloween 1978,1978,1968
2096,Scream 4 2011,2011,90,Friday the 13th 1980,1980,2008
2097,Scream 4 2011,2011,90,Galaxina 1980,1980,2024
2262,Scream 4 2011,2011,90,The Thing 1982,1982,2072
2467,Scream 4 2011,2011,90,A Nightmare on Elm Street 1984,1984,2119
2468,Scream 4 2011,2011,90,Beverly Hills Cop 1984,1984,2137
2469,Scream 4 2011,2011,90,Blood Simple. 1984,1984,2140
2660,Scream 4 2011,2011,90,Aliens 1986,1986,2186
2865,Scream 4 2011,2011,90,Die Hard 1988,1988,2276
3009,Scream 4 2011,2011,90,Tremors 1990,1990,2383
3120,Scream 4 2011,2011,90,Army of Darkness 1992,1992,2429
3335,Scream 4 2011,2011,90,Die Hard: With a Vengeance 1995,1995,2504
3395,Scream 4 2011,2011,90,Scream 1996,1996,2547
3461,Scream 4 2011,2011,90,Scream 2 1997,1997,2590
3519,Scream 4 2011,2011,90,Deep Impact 1998,1998,2627
3520,Scream 4 2011,2011,90,Psycho 1998,1998,2628
3605,Scream 4 2011,2011,90,House on Haunted Hill 1999,1999,2659
3606,Scream 4 2011,2011,90,The Green Mile 1999,1999,2656
3670,Scream 4 2011,2011,90,Final Destination 2000,2000,2678
3671,Scream 4 2011,2011,90,Scream 3 2000,2000,2693
3749,Scream 4 2011,2011,90,Harry Potter and the Sorcerer's Stone 2001,2001,2703
3750,Scream 4 2011,2011,90,Thir13en Ghosts 2001,2001,2729
3817,Scream 4 2011,2011,90,Panic Room 2002,2002,2763
3893,Scream 4 2011,2011,90,Final Destination 2 2003,2003,2791
